year,month,tmax,tmin,af,rain,sun,station
2020,4,13.8,4.9,1,2.3,215.4,whitby
2020,5,17.2,7,2,9.6,269.1,whitby
2020,6,17.8,10.3,0,102.2,177.6,whitby
2016,1,6.4,1.6,10,141.6,NA,wickairport
2016,2,6.1,0.4,9,75.6,NA,wickairport
2016,3,8.4,2.6,7,34.2,NA,wickairport
2016,4,8.8,2.8,6,64,NA,wickairport
2016,5,12.1,6.3,0,35.4,NA,wickairport
2016,6,13.7,8.9,0,39.4,NA,wickairport
2016,7,16.7,10.3,0,112.1,NA,wickairport
2016,8,16.2,10.6,0,NA,NA,wickairport
2016,9,15.9,10.8,0,NA,NA,wickairport
2016,10,12.5,7.7,0,48.6,NA,wickairport
2016,11,7.9,2.2,5,52.6,NA,wickairport
2016,12,9.6,4.1,2,59,NA,wickairport
2017,1,7.4,2.4,6,96.4,NA,wickairport
2017,2,7.8,2.8,6,56.9,NA,wickairport
2017,3,9.2,3.2,3,63.6,NA,wickairport
2017,4,10.3,3.9,2,39.8,NA,wickairport
2017,5,13.7,7.4,0,25.8,NA,wickairport
2017,6,15.2,9.6,0,128.6,NA,wickairport
2017,7,16.2,9.7,0,72.8,NA,wickairport
2017,8,16.3,10.4,0,80,NA,wickairport
2017,9,14.5,9.9,0,87.6,NA,wickairport
2017,10,13.1,7.9,0,87.6,NA,wickairport
2017,11,7.4,2.5,1,139,NA,wickairport
2017,12,6.7,1.6,11,71.6,NA,wickairport
2018,1,5.5,1,12,56.4,NA,wickairport
2018,2,5.5,0.5,9,34.1,NA,wickairport
2018,3,6.1,1.3,6,67,NA,wickairport
2018,4,10.2,3.8,4,39.2,NA,wickairport
2018,5,13.6,6.8,0,32.8,NA,wickairport
2018,6,15.3,8.8,0,17.8,NA,wickairport
2018,7,NA,NA,NA,57.6,NA,wickairport
2018,8,16.6,10.1,0,52.7,NA,wickairport
2018,9,14.5,8,0,86.6,NA,wickairport
2018,10,11.9,6.2,1,94.8,NA,wickairport
2018,11,10.1,6.3,0,53,NA,wickairport
2018,12,7.7,3.4,5,36.3,NA,wickairport
2019,1,6.1,1.3,11,62.6,NA,wickairport
2019,2,9.1,3.3,5,44.4,NA,wickairport
2019,3,9.1,3.3,4,64.2,NA,wickairport
2019,4,10.2,5.8,1,32.8,NA,wickairport
2019,5,11.3,4.6,4,51.4,NA,wickairport
2019,6,14.7,8.9,0,63.6,NA,wickairport
2019,7,17,11.3,0,62.6,NA,wickairport
2019,8,16.8,11.2,0,92.4,NA,wickairport
2019,9,14.6,8.8,0,52.4,NA,wickairport
2019,10,11.4,5.8,1,69.2,NA,wickairport
2019,11,7.5,3.8,5,115.2,NA,wickairport
2019,12,7.4,2.6,7,52.8,NA,wickairport
2020,1,8.2,3,3,43.8,NA,wickairport
2020,2,6.8,1.4,5,73.6,NA,wickairport
2020,3,8.2,2,6,21.8,NA,wickairport
2020,4,10.3,3.8,4,14.4,NA,wickairport
2020,5,12.8,5.5,2,46.4,NA,wickairport
2020,6,14.4,9.3,0,47.6,NA,wickairport
2016,1,10,2.5,9,84.4,76.3,yeovilton
2016,2,9.4,2,11,80.4,NA,yeovilton
2016,3,10.4,1.4,13,77,49.4,yeovilton
2016,4,12.8,3.4,6,45.2,162.9,yeovilton
2016,5,17.9,7.8,1,61,202.5,yeovilton
2016,6,19.4,11.7,0,111,94.8,yeovilton
2016,7,21.8,12.8,0,4.4,158,yeovilton
2016,8,22.8,12.5,0,35.2,209.7,yeovilton
2016,9,20.4,12.1,0,47.6,117.8,yeovilton
2016,10,15.2,6,1,35.6,116.3,yeovilton
2016,11,10.4,2.6,7,91.4,78.3,yeovilton
2016,12,10,2.7,11,17.2,42.3,yeovilton
2017,1,8.5,0.7,14,58.8,87.6,yeovilton
2017,2,9.9,3.8,7,42.6,52.5,yeovilton
2017,3,13.1,5.4,1,62,98.6,yeovilton
2017,4,14.6,3.8,2,12.2,175,yeovilton
2017,5,18.2,8.8,0,64.4,178.7,yeovilton
2017,6,21.2,11.7,0,60.6,173.8,yeovilton
2017,7,21.7,13.1,0,68,156.2,yeovilton
2017,8,20.7,11.6,0,41.8,NA,yeovilton
2017,9,18,10.1,0,52.8,105.8,yeovilton
2017,10,16.5,9.6,1,35,90.1,yeovilton
2017,11,11.4,3,7,67.8,79.2,yeovilton
2017,12,9.8,2.2,12,81.4,58.2,yeovilton
2018,1,10.2,2.8,6,69.2,55.1,yeovilton
2018,2,7.3,-0.1,15,28.4,129.3,yeovilton
2018,3,9.3,2.1,9,121.4,82.6,yeovilton
2018,4,14.2,7.2,0,58.4,99.1,yeovilton
2018,5,19,7.4,0,45.4,221.6,yeovilton
2018,6,22.8,11.6,0,5.6,248.3,yeovilton
2018,7,25.9,13.5,0,13.8,242.3,yeovilton
2018,8,22.6,12.8,0,53.8,138.5,yeovilton
2018,9,19.6,9.4,0,36.4,149,yeovilton
2018,10,15.4,6.2,4,51.8,132.8,yeovilton
2018,11,12.1,5.3,4,102.6,73.8,yeovilton
2018,12,11,5.3,2,94.2,27.2,yeovilton
2019,1,7.8,1,14,33.8,53.2,yeovilton
2019,2,11.8,1.9,10,47.2,111.4,yeovilton
2019,3,12.3,4.8,2,66,110,yeovilton
2019,4,14.8,4.7,2,49.4,155.2,yeovilton
2019,5,17.3,6.1,2,17.6,197.3,yeovilton
2019,6,19.4,10.4,0,69.2,141.6,yeovilton
2019,7,24,12.6,0,14.8,221.1,yeovilton
2019,8,22.6,12.4,0,38.4,176.6,yeovilton
2019,9,19.9,11,0,83.8,155.3,yeovilton
2019,10,14.9,7.6,1,112.4,69,yeovilton
2019,11,10.4,4.3,4,87,45.9,yeovilton
2019,12,10.3,3.2,7,139.4,56.7,yeovilton
2020,1,9.6,4.1,5,55.8,44,yeovilton
2020,2,10.8,4.5,2,117.4,63.1,yeovilton
2020,3,11.5,3,6,43.4,159.2,yeovilton
2020,4,17.5,5.3,3,39.8,235,yeovilton
2020,5,19.7,6.8,2,3.6,305.6,yeovilton
2020,6,20.5,11,0,103,187.6,yeovilton
